# 气象站 北京, 中国, WMO_ID=54511，选择从 01.01.2022 至 21.07.2022, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=54511&lang=cn
#
"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.01.2022 05:00";"-5.2";"772.0";"775.3";"";"38";"从东北方吹来的风";"3";"";"9";"";" ";"";"";"-5.7";"3.6";"";"";"";"";"";"30.0";"-17.3";"无降水";"6";"";"";"";"";
"28.01.2022 02:00";"-4.1";"772.8";"776.1";"";"36";"从东北方吹来的风";"1";"";"9";"";" ";"";"";"-5.7";"3.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.0";"无降水";"6";"";"";"";"";
"27.01.2022 23:00";"-0.5";"772.6";"775.9";"";"23";"无风";"0";"";"";"";" ";"";"";"-5.7";"3.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-19.1";"无降水";"6";"";"";"";"";
"27.01.2022 20:00";"-3.4";"771.7";"775.1";"";"43";"从西北偏西方向吹来的风";"1";"";"8";"";" ";"";"";"-5.7";"3.6";"";"";"";"";"";"19.0";"-14.2";"无降水";"6";"";"";"";"";
"27.01.2022 17:00";"2.1";"770.8";"774.1";"";"22";"从东南方吹来的风";"1";"";"8";"";" ";"";"";"-5.7";"3.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.4";"无降水";"6";"";"";"";"";
"27.01.2022 14:00";"2.5";"770.5";"773.8";"";"20";"从北方吹来的风";"2";"";"8";"";" ";"";"";"-5.7";"2.7";"";"";"";"";"";"30.0";"-18.2";"无降水";"6";"";"";"";"";
"27.01.2022 11:00";"-0.6";"772.7";"776.0";"";"30";"从东北偏北方向吹来的风";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"27.0";"-16.0";"";"";"";"";"";"";
"27.01.2022 08:00";"-5.1";"772.7";"776.1";"";"47";"从东北偏北方向吹来的风";"2";"";"4";"";" ";"";"";"-5.7";"";"";"";"";"";"";"29.0";"-14.7";"无降水";"6";"";"";"";"";
"27.01.2022 05:00";"-4.4";"771.7";"775.0";"";"44";"从东北偏北方向吹来的风";"2";"";"";"";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.8";"";"";"";"";"";"";
"27.01.2022 02:00";"-2.6";"771.7";"775.0";"";"38";"从东北偏北方向吹来的风";"3";"";"5";"";" ";"";"";"-5.2";"2.2";"";"";"";"";"";"30.0";"-15.0";"无降水";"6";"";"";"";"";
"26.01.2022 23:00";"-4.9";"771.1";"774.4";"";"60";"从东北方吹来的风";"1";"";"6";"";" ";"";"";"-5.1";"2.2";"";"";"2500或更高，或无云。";"";"";"18.0";"-11.5";"无降水";"6";"";"";"";"";
"26.01.2022 20:00";"-3.0";"770.3";"773.6";"";"45";"从西南偏西方向吹来的风";"1";"";"8";"";" ";"";"";"-3.2";"2.9";"";"";"2500或更高，或无云。";"";"";"21.0";"-13.5";"无降水";"6";"";"";"";"";
"26.01.2022 17:00";"0.9";"769.3";"772.6";"";"29";"从东北偏东方向吹来的风";"2";"";"";"";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"29.0";"-15.1";"";"";"";"";"";"";
"26.01.2022 14:00";"1.4";"769.3";"772.6";"";"26";"从东北偏北方向吹来的风";"3";"";"8";"";" ";"";"";"-3.2";"6.1";"";"";"2500或更高，或无云。";"";"";"29.0";"-16.0";"无降水";"6";"";"";"";"";
"26.01.2022 11:00";"-0.8";"771.4";"774.7";"";"31";"从东北偏北方向吹来的风";"4";"";"8";"";" ";"";"";"-3.2";"6.1";"";"";"2500或更高，或无云。";"";"";"27.0";"-15.8";"无降水";"6";"";"";"";"";
"26.01.2022 08:00";"-3.1";"770.3";"773.6";"";"40";"从东北方吹来的风";"4";"";"7";"";" ";"";"";"-3.2";"6.1";"";"";"2500或更高，或无云。";"";"";"27.0";"-14.8";"无降水";"6";"";"";"";"";
"26.01.2022 05:00";"-2.1";"768.9";"772.1";"";"33";"从东北偏北方向吹来的风";"3";"";"10";"";" ";"";"";"-2.6";"6.1";"";"";"";"";"";"30.0";"-16.2";"无降水";"6";"";"";"";"";
"26.01.2022 02:00";"-1.2";"769.0";"772.2";"";"32";"从北方吹来的风";"3";"";"12";"";" ";"";"";"-1.7";"6.1";"";"";"";"";"";"30.0";"-15.8";"无降水";"6";"";"";"";"";
"25.01.2022 23:00";"0.8";"768.1";"771.3";"";"28";"从西北偏北方向吹来的风";"3";"";"12";"";" ";"";"";"-0.9";"6.1";"";"";"";"";"";"30.0";"-15.6";"无降水";"6";"";"";"";"";
"25.01.2022 20:00";"2.9";"766.8";"770.0";"";"25";"从西北方吹来的风";"3";"";"12";"";" ";"";"";"-0.9";"6.1";"";"";"";"";"";"30.0";"-15.2";"无降水";"6";"";"";"";"";
"25.01.2022 17:00";"4.7";"765.2";"768.4";"";"20";"从西北方吹来的风";"3";"";"12";"";" ";"";"";"-0.9";"6.1";"";"";"";"";"";"30.0";"-16.4";"无降水";"6";"";"";"";"";
"25.01.2022 14:00";"5.7";"764.6";"767.8";"";"24";"从西北方吹来的风";"5";"";"12";"";" ";"";"";"-0.9";"5.9";"";"";"";"";"";"30.0";"-13.3";"无降水";"6";"";"";"";"";
"25.01.2022 11:00";"2.5";"766.1";"769.3";"";"67";"从东方吹来的风";"1";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.9";"2.5";"";"";"";"";"";"1.7";"-3.0";"无降水";"6";"";"";"";"";
"25.01.2022 08:00";"-0.6";"765.7";"769.0";"";"80";"从西南偏西方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.6";"0.9";"";"";"2000-2500";"";"";"1.5";"-3.6";"无降水";"6";"";"";"";"";
"25.01.2022 05:00";"-0.8";"764.6";"767.8";"";"82";"从西南方吹来的风";"1";"";"4";"";"霾 ";"";"";"-1.7";"0.9";"";"";"300-600";"";"";"1.6";"-3.6";"无降水";"6";"";"";"";"";
"25.01.2022 02:00";"-0.4";"765.2";"768.4";"";"78";"从西南偏南方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"0.9";"";"";"300-600";"";"";"1.7";"-3.8";"无降水";"6";"";"";"";"";
"24.01.2022 23:00";"-0.3";"765.8";"769.1";"";"76";"从西南偏南方向吹来的风";"2";"";"4";"";"霾 ";"";"";"";"0.9";"";"";"300-600";"";"";"1.8";"-4.0";"无降水";"6";"";"";"";"";
"24.01.2022 20:00";"0.0";"765.8";"769.1";"";"74";"从西南方吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.8";"0.9";"";"";"300-600";"";"";"1.8";"-4.1";"无降水";"6";"";"";"";"";
"24.01.2022 17:00";"0.3";"765.6";"768.9";"";"73";"从南方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.8";"0.9";"";"";"300-600";"";"";"1.9";"-4.0";"无降水";"6";"";"";"";"";
"24.01.2022 14:00";"0.7";"765.7";"769.0";"";"75";"从西南偏南方向吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.8";"0.7";"";"";"300-600";"";"";"1.8";"-3.2";"无降水";"6";"";"";"";"";
"24.01.2022 11:00";"-0.4";"767.7";"771.0";"";"78";"从西南偏南方向吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.8";"0.1";"";"";"600-1000";"";"";"1.5";"-3.8";"无降水";"6";"";"";"";"";
"24.01.2022 08:00";"-1.6";"767.8";"771.1";"";"81";"从西南方吹来的风";"1";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.8";"0.1";"";"";"600-1000";"";"";"1.6";"-4.4";"无降水";"6";"";"";"";"";
"24.01.2022 05:00";"-1.7";"768.2";"771.5";"";"83";"从西南方吹来的风";"2";"";"4";"";"霾 ";"";"";"-2.9";"0.1";"";"";"600-1000";"";"";"1.5";"-4.2";"无降水";"6";"";"";"";"";
"24.01.2022 02:00";"-2.6";"768.9";"772.2";"";"91";"从西南偏南方向吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.3";"0.1";"";"";"";"";"";"0.9";"-3.9";"无降水";"6";"";"";"";"";
"23.01.2022 23:00";"-1.6";"769.4";"772.7";"";"85";"从西南偏南方向吹来的风";"2";"";"4";"";"霾 ";"";"";"";"0.1";"";"";"600-1000";"";"";"1.2";"-3.8";"无降水";"6";"";"";"";"";
"23.01.2022 20:00";"-1.1";"769.9";"773.2";"";"83";"从东南偏南方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"0.1";"";"";"300-600";"";"";"1.3";"-3.6";"无降水";"6";"";"";"";"";
"23.01.2022 17:00";"-0.7";"769.6";"772.9";"";"84";"从南方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.4";"0.1";"";"";"300-600";"";"";"1.1";"-3.1";"无降水";"6";"";"";"";"";
"23.01.2022 14:00";"-0.1";"769.3";"772.6";"";"83";"从南方吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.4";"-0.1";"";"";"300-600";"";"";"1.1";"-2.6";"无降水";"6";"";"";"";"";
"23.01.2022 11:00";"-0.9";"771.0";"774.3";"";"82";"从西南方吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.4";"-0.7";"";"";"300-600";"";"";"1.5";"-3.7";"无降水";"6";"";"";"";"";
"23.01.2022 08:00";"-1.8";"770.5";"773.8";"";"79";"从东北方吹来的风";"1";"";"2";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.4";"-1.3";"";"";"300-600";"";"";"2.6";"-5.0";"无降水";"6";"";"";"";"";
"23.01.2022 05:00";"-2.9";"769.6";"772.9";"";"87";"从东北偏东方向吹来的风";"1";"";"2";"";"霾 ";"";"";"-6.4";"-1.3";"";"";"300-600";"";"";"2.0";"-4.8";"无降水";"6";"";"";"";"";
"23.01.2022 02:00";"-5.3";"769.6";"772.9";"";"91";"无风";"0";"";"";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-6.4";"-1.3";"";"";"300-600";"";"";"1.6";"-6.5";"无降水";"6";"";"";"";"";
"22.01.2022 23:00";"-6.0";"769.7";"773.0";"";"89";"从东北偏东方向吹来的风";"1";"";"3";"";"霾 ";"";"";"-6.0";"-1.3";"";"";"";"";"";"1.5";"-7.5";"无降水";"6";"";"";"";"";
"22.01.2022 20:00";"-4.8";"769.0";"772.3";"";"87";"从东北方吹来的风";"1";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.0";"-1.3";"";"";"";"";"";"2.2";"-6.6";"无降水";"6";"";"";"";"";
"22.01.2022 17:00";"-2.1";"767.9";"771.2";"";"76";"从东北方吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.0";"-1.3";"";"";"";"";"";"2.7";"-5.8";"无降水";"6";"";"";"";"";
"22.01.2022 14:00";"-1.7";"767.7";"771.0";"";"73";"从东北偏东方向吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.0";"-1.7";"";"";"600-1000";"";"";"2.6";"-5.9";"无降水";"6";"";"";"";"";
"22.01.2022 11:00";"-3.0";"769.0";"772.3";"";"83";"从东北方吹来的风";"1";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.0";"-1.7";"";"";"300-600";"";"";"1.5";"-5.5";"0.5";"6";"";"";"";"";
"22.01.2022 08:00";"-5.0";"768.4";"771.7";"";"92";"从东北偏北方向吹来的风";"1";"";"3";"";"小雪 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.0";"-1.7";"";"";"300-600";"";"";"1.2";"-6.1";"1.0";"6";"";"";"";"";
"22.01.2022 05:00";"-4.7";"767.8";"771.1";"";"92";"从东北方吹来的风";"2";"";"4";"";"间歇性雪，在观测时为中度 ";"";"";"-4.7";"-1.7";"";"";"100-200";"";"";"0.9";"-5.8";"1.0";"6";"";"";"";"";
"22.01.2022 02:00";"-4.5";"768.4";"771.7";"";"91";"从东北偏东方向吹来的风";"1";"";"";"";"间歇性雪，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-4.5";"-1.7";"";"";"600-1000";"";"";"1.1";"-5.7";"0.8";"6";"";"";"";"";
"21.01.2022 23:00";"-4.5";"768.7";"772.0";"";"89";"从东北偏北方向吹来的风";"2";"";"4";"";"间歇性雪，在观测时较弱 ";"";"";"-4.5";"-1.7";"";"";"300-600";"";"";"1.3";"-6.0";"0.2";"6";"";"";"";"";
"21.01.2022 20:00";"-3.0";"769.1";"772.4";"";"67";"从东方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-3.9";"-1.7";"";"";"300-600";"";"";"4.9";"-8.3";"无降水";"6";"";"";"";"";
"21.01.2022 17:00";"-2.7";"769.0";"772.3";"";"68";"从东北偏东方向吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-3.9";"-1.7";"";"";"600-1000";"";"";"5.0";"-7.8";"无降水";"6";"";"";"";"";
"21.01.2022 14:00";"-2.2";"769.8";"773.1";"";"62";"从南方吹来的风";"2";"";"4";"";" ";"";"";"-3.9";"-2.2";"";"";"600-1000";"";"";"7.0";"-8.5";"无降水";"6";"";"";"";"";
"21.01.2022 11:00";"-3.1";"771.7";"775.0";"";"67";"从南方吹来的风";"2";"";"6";"";" ";"";"";"-3.9";"-2.2";"";"";"1000-1500";"";"";"7.0";"-8.5";"无降水";"6";"";"";"";"";
"21.01.2022 08:00";"-3.8";"771.6";"774.9";"";"68";"从南方吹来的风";"2";"";"6";"";" ";"";"";"-5.3";"-2.2";"";"";"1000-1500";"";"";"8.0";"-9.0";"无降水";"6";"";"";"";"";
"21.01.2022 05:00";"-3.8";"771.5";"774.8";"";"64";"从南方吹来的风";"1";"";"6";"";" ";"";"";"-5.4";"-2.2";"";"";"1000-1500";"";"";"9.0";"-9.6";"无降水";"6";"";"";"";"";
"21.01.2022 02:00";"-3.6";"772.0";"775.3";"";"62";"从南方吹来的风";"2";"";"6";"";" ";"";"";"";"-2.2";"";"";"1000-1500";"";"";"11.0";"-10.0";"无降水";"6";"";"";"";"";
"20.01.2022 23:00";"-2.8";"772.2";"775.5";"";"60";"从南方吹来的风";"2";"";"5";"";" ";"";"";"-5.4";"-2.2";"";"";"1000-1500";"";"";"7.0";"-9.5";"无降水";"6";"";"";"";"";
"20.01.2022 20:00";"-3.0";"772.3";"775.7";"";"64";"从西南方吹来的风";"1";"";"5";"";" ";"";"";"-5.4";"-2.2";"";"";"1000-1500";"";"";"8.0";"-9.0";"无降水";"6";"";"";"";"";
"20.01.2022 17:00";"-2.9";"771.9";"775.2";"";"70";"从西南偏南方向吹来的风";"1";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.4";"-1.5";"";"";"300-600";"";"";"4.6";"-7.6";"无降水";"6";"";"";"";"";
"20.01.2022 14:00";"-2.6";"772.0";"775.3";"";"72";"从南方吹来的风";"3";"";"5";"";"间歇性雪，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.4";"-1.3";"";"";"600-1000";"";"";"4.5";"-7.1";"无降水";"6";"";"";"";"";
"20.01.2022 11:00";"-3.9";"773.8";"777.2";"";"70";"从东南偏南方向吹来的风";"2";"";"5";"";"间歇性雪，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-5.4";"-1.3";"";"";"300-600";"";"";"7.0";"-8.6";"无降水";"6";"";"";"";"";
"20.01.2022 08:00";"-5.3";"773.5";"776.8";"";"70";"从东南偏东方向吹来的风";"1";"";"";"";" ";"";"";"-5.4";"-1.3";"";"";"1500-2000";"";"";"9.0";"-9.9";"无降水";"6";"";"";"";"";
"20.01.2022 05:00";"-4.7";"772.9";"776.2";"";"68";"从东南偏东方向吹来的风";"1";"";"";"";"霾 ";"";"";"-5.4";"-1.3";"";"";"1000-1500";"";"";"5.0";"-9.7";"无降水";"6";"";"";"";"";
"20.01.2022 02:00";"-4.1";"773.5";"776.8";"";"62";"从西南偏南方向吹来的风";"2";"";"6";"";" ";"";"";"-5.4";"-1.3";"";"";"1000-1500";"";"";"16.0";"-10.3";"无降水";"6";"";"";"";"";
"19.01.2022 23:00";"-3.7";"773.3";"776.7";"";"58";"从南方吹来的风";"3";"";"6";"";" ";"";"";"-5.4";"-1.3";"";"";"1000-1500";"";"";"16.0";"-10.8";"无降水";"6";"";"";"";"";
"19.01.2022 20:00";"-2.3";"772.4";"775.7";"";"44";"从西南偏南方向吹来的风";"3";"";"5";"";" ";"";"";"-5.4";"-1.3";"";"";"1000-1500";"";"";"15.0";"-12.9";"无降水";"6";"";"";"";"";
"19.01.2022 17:00";"-1.6";"771.4";"774.7";"";"37";"从南方吹来的风";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"-14.4";"";"";"";"";"";"";
"19.01.2022 14:00";"-1.6";"771.4";"774.7";"";"37";"从南方吹来的风";"2";"";"7";"";" ";"";"";"-5.4";"2.5";"";"";"1000-1500";"";"";"10.0";"-14.4";"无降水";"6";"";"";"";"";
"19.01.2022 11:00";"-3.2";"772.9";"776.2";"";"51";"从东南偏东方向吹来的风";"2";"";"7";"";" ";"";"";"-5.4";"";"";"";"1000-1500";"";"";"9.0";"-11.9";"无降水";"6";"";"";"";"";
"19.01.2022 08:00";"-4.4";"771.7";"775.1";"";"65";"从东方吹来的风";"2";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.6";"";"";"";"600-1000";"";"";"7.0";"-10.0";"无降水";"6";"";"";"";"";
"19.01.2022 05:00";"-4.7";"769.5";"772.8";"";"74";"从东南偏东方向吹来的风";"0";"";"7";"";"霾 ";"";"";"-8.2";"2.7";"";"";"600-1000";"";"";"6.0";"-8.6";"无降水";"6";"";"";"";"";
"19.01.2022 02:00";"-2.9";"768.8";"772.1";"";"75";"从东北偏东方向吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-8.2";"2.7";"";"";"2500或更高，或无云。";"";"";"3.9";"-6.7";"无降水";"6";"";"";"";"";
"18.01.2022 23:00";"-3.4";"767.3";"770.6";"";"59";"从东北偏东方向吹来的风";"1";"";"3";"";" ";"";"";"-8.2";"2.7";"";"";"2500或更高，或无云。";"";"";"7.0";"-10.3";"无降水";"6";"";"";"";"";
"18.01.2022 20:00";"-3.7";"766.4";"769.7";"";"57";"从东北偏北方向吹来的风";"1";"";"4";"";" ";"";"";"-8.2";"2.7";"";"";"2500或更高，或无云。";"";"";"8.0";"-11.0";"无降水";"6";"";"";"";"";
"18.01.2022 17:00";"1.5";"764.4";"767.7";"";"38";"从东北偏北方向吹来的风";"1";"";"4";"";" ";"";"";"-8.2";"3.0";"";"";"";"";"";"11.0";"-11.3";"无降水";"6";"";"";"";"";
"18.01.2022 14:00";"2.4";"764.0";"767.3";"";"34";"从东北偏东方向吹来的风";"1";"";"";"";" ";"";"";"-8.2";"5.7";"";"";"2500或更高，或无云。";"";"";"11.0";"-11.9";"无降水";"6";"";"";"";"";
"18.01.2022 11:00";"-1.1";"766.6";"769.9";"";"41";"从东北方吹来的风";"2";"";"4";"";" ";"";"";"-8.2";"6.0";"";"";"2500或更高，或无云。";"";"";"13.0";"-12.7";"无降水";"6";"";"";"";"";
"18.01.2022 08:00";"-7.6";"766.9";"770.2";"";"64";"从东北方吹来的风";"1";"";"4";"";" ";"";"";"-8.2";"6.0";"";"";"2500或更高，或无云。";"";"";"11.0";"-13.4";"无降水";"6";"";"";"";"";
"18.01.2022 05:00";"-6.9";"767.2";"770.5";"";"58";"从东方吹来的风";"1";"";"4";"";" ";"";"";"-9.2";"6.0";"";"";"";"";"";"8.0";"-13.8";"无降水";"6";"";"";"";"";
"18.01.2022 02:00";"-4.0";"767.8";"771.1";"";"44";"从西南偏南方向吹来的风";"1";"";"6";"";" ";"";"";"-9.3";"6.0";"";"";"";"";"";"10.0";"-14.5";"无降水";"6";"";"";"";"";
"17.01.2022 23:00";"-2.4";"768.7";"772.0";"";"35";"从西南偏南方向吹来的风";"2";"";"6";"";" ";"";"";"-9.3";"6.0";"";"";"";"";"";"13.0";"-15.8";"无降水";"6";"";"";"";"";
"17.01.2022 20:00";"-0.5";"769.4";"772.7";"";"30";"从西南偏南方向吹来的风";"1";"";"6";"";" ";"";"";"-9.3";"6.0";"";"";"";"";"";"16.0";"-16.0";"无降水";"6";"";"";"";"";
"17.01.2022 17:00";"3.0";"769.0";"772.3";"";"21";"从西南偏南方向吹来的风";"3";"";"6";"";" ";"";"";"-9.3";"6.0";"";"";"";"";"";"23.0";"-17.2";"无降水";"6";"";"";"";"";
"17.01.2022 14:00";"5.2";"769.9";"773.2";"";"17";"从西南方吹来的风";"3";"";"6";"";" ";"";"";"-9.3";"6.0";"";"";"";"";"";"30.0";"-17.9";"无降水";"6";"";"";"";"";
"17.01.2022 11:00";"1.8";"771.9";"775.2";"";"20";"从东北偏北方向吹来的风";"3";"";"6";"";" ";"";"";"-9.3";"1.9";"";"";"";"";"";"30.0";"-18.8";"无降水";"6";"";"";"";"";
"17.01.2022 08:00";"-6.0";"771.4";"774.8";"";"47";"从东北偏东方向吹来的风";"1";"";"3";"";" ";"";"";"-9.3";"0.7";"";"";"";"";"";"22.0";"-15.7";"无降水";"6";"";"";"";"";
"17.01.2022 05:00";"-8.9";"770.0";"773.4";"";"62";"从西北偏西方向吹来的风";"1";"";"3";"";" ";"";"";"-9.3";"0.7";"";"";"";"";"";"12.0";"-15.0";"无降水";"6";"";"";"";"";
"17.01.2022 02:00";"-8.2";"769.6";"772.9";"";"56";"从东南方吹来的风";"0";"";"5";"";" ";"";"";"-9.0";"0.7";"";"";"";"";"";"9.0";"-15.6";"无降水";"6";"";"";"";"";
"16.01.2022 23:00";"-6.5";"769.6";"772.9";"";"45";"从东北方吹来的风";"1";"";"6";"";" ";"";"";"-9.0";"0.7";"";"";"";"";"";"17.0";"-16.5";"无降水";"6";"";"";"";"";
"16.01.2022 20:00";"-3.4";"769.3";"772.6";"";"32";"从西南偏南方向吹来的风";"1";"";"6";"";" ";"";"";"-9.0";"0.7";"";"";"";"";"";"18.0";"-17.7";"无降水";"6";"";"";"";"";
"16.01.2022 17:00";"-0.7";"768.3";"771.6";"";"25";"从西南方吹来的风";"2";"";"6";"";" ";"";"";"-9.0";"2.0";"";"";"2500或更高，或无云。";"";"";"28.0";"-18.3";"无降水";"6";"";"";"";"";
"16.01.2022 14:00";"0.1";"768.5";"771.8";"";"23";"从西南偏西方向吹来的风";"2";"";"6";"";" ";"";"";"-9.0";"3.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-18.6";"无降水";"6";"";"";"";"";
"16.01.2022 11:00";"-1.7";"771.5";"774.8";"";"27";"从西南偏西方向吹来的风";"2";"";"7";"";" ";"";"";"-9.0";"3.6";"";"";"";"";"";"30.0";"-18.3";"无降水";"6";"";"";"";"";
"16.01.2022 08:00";"-8.6";"771.4";"774.8";"";"47";"从西方吹来的风";"0";"";"9";"";" ";"";"";"-9.0";"";"";"";"";"";"";"11.0";"-17.9";"无降水";"6";"";"";"";"";
"16.01.2022 05:00";"-6.2";"770.7";"774.0";"";"35";"从东北方吹来的风";"1";"";"9";"";" ";"";"";"-7.5";"3.6";"";"";"";"";"";"22.0";"-19.2";"无降水";"6";"";"";"";"";
"16.01.2022 02:00";"-4.6";"771.1";"774.4";"";"29";"从东北偏北方向吹来的风";"3";"";"9";"";" ";"";"";"-7.5";"3.6";"";"";"";"";"";"24.0";"-19.9";"无降水";"6";"";"";"";"";
"15.01.2022 17:00";"2.1";"767.2";"770.5";"";"18";"从西北偏北方向吹来的风";"4";"";"14";"";" ";"";"";"-7.5";"3.6";"";"";"";"";"";"21.0";"-19.8";"无降水";"6";"";"";"";"";
"15.01.2022 14:00";"2.9";"765.4";"768.7";"";"19";"从西北偏北方向吹来的风";"6";"";"14";"";" ";"";"";"-7.5";"3.1";"";"";"";"";"";"23.0";"-18.5";"无降水";"6";"";"";"";"";
"15.01.2022 11:00";"2.4";"765.2";"768.5";"";"23";"从西北偏北方向吹来的风";"7";"";"14";"";" ";"";"";"-7.5";"2.8";"";"";"";"";"";"15.0";"-16.6";"无降水";"6";"";"";"";"";
"15.01.2022 08:00";"-6.6";"762.7";"766.0";"";"78";"从东方吹来的风";"1";"";"2";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-7.5";"2.3";"";"";"";"";"";"3.1";"-9.8";"无降水";"6";"";"";"";"";
"15.01.2022 05:00";"-6.6";"761.2";"764.5";"";"80";"从东北偏北方向吹来的风";"1";"";"";"";"霾 ";"";"";"-7.8";"2.3";"";"";"";"";"";"2.5";"-9.5";"无降水";"6";"";"";"";"";
